ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
4080,Male,Yes,41,Yes,Executive,5.0,Low,2.0
4081,Male,,39,No,Artist,1.0,Low,1.0
4082,Female,,26,No,Doctor,,Low,2.0
4083,Male,,39,Yes,Artist,1.0,Low,1.0
4084,Male,,31,Yes,Doctor,8.0,Low,1.0
4085,Male,Yes,47,Yes,Artist,,Average,4.0
4086,Male,Yes,41,Yes,Artist,,Low,2.0
4087,Female,Yes,38,No,Engineer,1.0,Low,5.0
4088,Male,,45,No,Artist,2.0,Low,1.0
4089,Female,,26,Yes,Artist,1.0,Low,3.0
4090,Female,,21,No,Engineer,,Low,5.0
4091,Female,Yes,58,Yes,Artist,7.0,Low,2.0
4092,Female,Yes,41,No,Marketing,5.0,Average,3.0
4093,Male,Yes,50,Yes,Artist,1.0,Average,4.0
4094,Female,,18,No,Healthcare,3.0,Low,4.0
4095,Male,Yes,43,Yes,Executive,1.0,High,4.0
4096,Male,Yes,37,Yes,Entertainment,,Average,3.0
4097,Female,,30,Yes,Homemaker,6.0,Low,1.0
4098,Male,,36,Yes,Doctor,9.0,Low,1.0
4099,Male,Yes,27,Yes,Doctor,,Average,2.0
4100,Female,Yes,33,Yes,Doctor,8.0,High,2.0
4101,Female,,29,No,Homemaker,8.0,Low,1.0
4102,Male,Yes,50,Yes,Entertainment,,Average,3.0
4103,Female,,32,No,Entertainment,,Low,2.0
4104,Male,Yes,73,Yes,Artist,,Low,1.0
4105,Male,,26,No,Artist,11.0,Low,4.0
4106,Female,Yes,39,Yes,Artist,,Average,4.0
4107,Female,Yes,48,Yes,Artist,3.0,High,3.0
4108,Female,,28,No,Doctor,,Low,5.0
4109,Male,Yes,43,No,Executive,3.0,High,4.0
4110,Male,Yes,47,Yes,Artist,2.0,Low,1.0
4111,Female,Yes,39,Yes,Entertainment,7.0,Average,2.0
4112,Male,Yes,87,Yes,Lawyer,,Low,1.0
4113,Female,,43,Yes,Healthcare,1.0,Low,2.0
4114,Male,,33,No,Healthcare,9.0,Low,3.0
4115,Male,Yes,35,Yes,Artist,1.0,Average,3.0
4116,Female,,33,No,Healthcare,1.0,Low,6.0
4117,Female,,31,No,Doctor,6.0,Low,2.0
4118,Female,Yes,46,Yes,Artist,,Average,4.0
4119,Female,Yes,46,Yes,Artist,4.0,High,5.0
4120,Male,Yes,48,Yes,Doctor,5.0,Average,3.0
4121,Male,Yes,52,Yes,Artist,1.0,Average,3.0
4122,Male,,39,Yes,Entertainment,9.0,Low,2.0
4123,Male,,46,No,Marketing,1.0,Low,4.0
4124,Male,Yes,46,No,Artist,,Low,3.0
4125,Male,Yes,69,No,Doctor,,Average,3.0
4126,Female,Yes,33,Yes,Doctor,,Low,2.0
4127,Female,,23,No,Healthcare,,Low,4.0
4128,Male,Yes,33,Yes,Artist,,Average,2.0
4129,Male,,33,Yes,Healthcare,,Low,5.0
4130,Female,Yes,35,Yes,Artist,1.0,Average,2.0
4131,Male,Yes,43,Yes,Executive,6.0,High,3.0
4132,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0
4133,Female,,33,Yes,Engineer,1.0,Low,5.0
4134,Female,,21,No,Healthcare,1.0,Low,4.0
4135,Male,Yes,46,Yes,Artist,,Low,2.0
4136,Female,Yes,46,No,Engineer,1.0,Average,5.0
4137,Female,,18,No,Healthcare,,Low,5.0
4138,Female,,19,No,Healthcare,2.0,Low,3.0
4139,Male,,27,Yes,Doctor,,Low,2.0
4140,Female,Yes,32,No,Engineer,5.0,Low,3.0
4141,Male,Yes,51,No,Executive,,Low,4.0
4142,Male,,21,No,Healthcare,,Low,4.0
4143,Male,Yes,61,No,Artist,,Average,2.0
4144,Male,,31,Yes,Artist,1.0,Low,4.0
4145,Female,Yes,43,Yes,Artist,1.0,High,4.0
4146,Male,Yes,63,Yes,Entertainment,,Average,4.0
4147,Male,Yes,60,No,Engineer,,Average,2.0
4148,Female,Yes,65,Yes,Lawyer,1.0,Average,2.0
4149,Male,Yes,32,No,Healthcare,1.0,High,4.0
4150,Male,,43,Yes,Healthcare,3.0,Low,3.0
4151,Female,,32,No,Doctor,,Low,5.0
4152,Male,Yes,55,Yes,Entertainment,,Average,4.0
4153,Male,Yes,35,No,Healthcare,1.0,Low,5.0
4154,Male,Yes,41,Yes,Entertainment,,Average,3.0
4155,Female,,43,Yes,Engineer,,Low,1.0
4156,Female,Yes,84,No,Lawyer,1.0,High,2.0
4157,Female,,40,Yes,Engineer,9.0,Low,1.0
4158,Male,Yes,25,Yes,Artist,3.0,Average,2.0
4159,Female,,37,No,Artist,,Low,2.0
4160,Female,,18,No,Healthcare,,Low,5.0
4161,Male,,26,No,Doctor,1.0,Low,1.0
4162,Male,Yes,36,Yes,Engineer,1.0,Average,3.0
4163,Male,Yes,68,Yes,Lawyer,,High,2.0
4164,Male,Yes,67,Yes,Executive,1.0,High,2.0
4165,Male,,25,Yes,Healthcare,,Low,3.0
4166,Male,,21,No,Healthcare,1.0,Low,4.0
4167,Male,Yes,39,Yes,Entertainment,9.0,Low,1.0
4168,Male,,61,Yes,Entertainment,1.0,Low,3.0
4169,Male,,27,No,Healthcare,10.0,Low,5.0
4170,Male,,29,Yes,Healthcare,,Low,4.0
4171,Female,,45,Yes,Artist,2.0,Low,1.0
4172,Male,Yes,62,Yes,Executive,1.0,High,4.0
4173,Male,Yes,76,No,Entertainment,,Low,1.0
4174,Female,Yes,52,Yes,Engineer,1.0,Average,3.0
4175,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0
4176,Female,,27,Yes,Marketing,12.0,Low,3.0
4177,Male,Yes,46,Yes,Artist,2.0,Average,4.0
4178,Female,Yes,36,Yes,Entertainment,,Low,2.0
4179,Male,Yes,51,Yes,Artist,,Average,2.0
4180,Male,Yes,42,Yes,Artist,1.0,Average,3.0
4181,Male,Yes,61,No,Engineer,,Low,4.0
4182,Male,,27,No,Entertainment,,Low,3.0
4183,Female,Yes,38,No,Entertainment,3.0,Average,3.0
4184,Male,Yes,62,Yes,Artist,,High,2.0
4185,Male,Yes,66,Yes,Lawyer,,High,3.0
4186,Male,Yes,50,No,Entertainment,,Low,2.0
4187,Male,Yes,43,Yes,Executive,,High,3.0
4188,Male,Yes,36,Yes,Doctor,9.0,Average,2.0
4189,Female,,31,No,Healthcare,1.0,Low,3.0
4190,Female,Yes,55,Yes,Doctor,,Average,3.0
4191,Male,Yes,42,Yes,Artist,1.0,Low,2.0
4192,Male,,42,Yes,Entertainment,2.0,Low,1.0
4193,Female,Yes,38,No,Engineer,,Average,4.0
4194,Female,Yes,77,No,Lawyer,1.0,High,2.0
4195,Male,Yes,72,Yes,Artist,,Low,1.0
4196,Female,,47,Yes,Artist,,Low,1.0
4197,Male,Yes,48,No,Entertainment,1.0,Average,3.0
4198,Male,,42,Yes,Entertainment,1.0,Low,8.0
4199,Male,Yes,37,Yes,Artist,,Average,4.0
4200,Female,Yes,43,Yes,Artist,4.0,High,3.0
4201,Male,,19,No,Healthcare,1.0,Low,9.0
4202,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0
4203,Male,Yes,21,No,Entertainment,,Low,3.0
4204,Male,Yes,53,Yes,Engineer,4.0,Low,3.0
4205,Male,,30,Yes,Healthcare,8.0,Low,4.0
4206,Female,,19,Yes,Artist,,Low,2.0
4207,Male,Yes,56,Yes,Executive,,High,4.0
4208,Male,,41,Yes,Artist,4.0,Low,1.0
4209,Male,Yes,37,Yes,Artist,8.0,Low,2.0
4210,Female,,39,Yes,Artist,,Low,1.0
4211,Female,,23,No,Lawyer,,Low,6.0
4212,Female,,21,No,Healthcare,1.0,Low,4.0
4213,Female,,33,Yes,Engineer,1.0,Low,2.0
4214,Female,Yes,31,No,Entertainment,,Average,2.0
4215,Male,,42,No,Executive,9.0,Low,3.0
4216,Female,,42,Yes,Doctor,,Low,1.0
4217,Male,Yes,50,Yes,Artist,,Average,2.0
4218,Male,,18,No,Healthcare,1.0,Low,4.0
4219,Female,,32,Yes,Marketing,8.0,Low,6.0
4220,Male,Yes,45,No,Entertainment,1.0,Average,3.0
4221,Female,,31,Yes,Doctor,1.0,Low,3.0
4222,Male,Yes,66,Yes,Executive,,Average,2.0
4223,Male,Yes,67,Yes,Marketing,1.0,Low,2.0
4224,Female,Yes,38,Yes,Artist,6.0,Low,4.0
4225,Male,,21,No,Healthcare,1.0,Low,4.0
4226,Male,,31,Yes,Healthcare,14.0,Low,4.0
4227,Female,Yes,81,No,Engineer,,High,2.0
4228,Male,Yes,48,Yes,Artist,,Average,3.0
4229,Male,,41,Yes,Artist,9.0,Low,2.0
4230,Male,,20,No,Healthcare,2.0,Low,4.0
4231,Male,,19,No,Healthcare,,Low,3.0
4232,Female,Yes,50,Yes,Artist,1.0,Low,1.0
4233,Female,Yes,41,No,Engineer,,Average,4.0
4234,Female,Yes,36,Yes,Artist,7.0,Average,2.0
4235,Male,,37,Yes,Artist,8.0,Low,1.0
4236,Female,Yes,43,No,Engineer,9.0,Average,4.0
4237,Female,Yes,50,Yes,Entertainment,7.0,Low,3.0
4238,Female,,33,No,Healthcare,1.0,Low,3.0
4239,Male,,52,Yes,Entertainment,1.0,Low,2.0
4240,Male,Yes,73,Yes,Artist,5.0,High,3.0
4241,Male,,31,No,Entertainment,1.0,Low,7.0
4242,Female,Yes,35,Yes,Artist,,Low,3.0
4243,Male,,33,No,Entertainment,,Low,2.0
4244,Male,Yes,50,No,Executive,,High,5.0
4245,Female,,23,No,Engineer,1.0,Low,4.0
4246,Male,,45,Yes,Artist,9.0,Low,1.0
4247,Male,Yes,58,Yes,Doctor,1.0,Average,2.0
4248,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0
4249,Female,Yes,45,Yes,Artist,,Average,2.0
4250,Male,Yes,55,Yes,Executive,8.0,High,2.0
4251,Male,,19,No,Healthcare,7.0,Low,2.0
4252,Male,Yes,83,No,Lawyer,1.0,Low,1.0
4253,Female,Yes,50,Yes,Artist,,High,2.0
4254,Female,,39,Yes,Healthcare,9.0,Low,1.0
4255,Male,,28,No,Doctor,1.0,Low,1.0
4256,Female,,29,Yes,Healthcare,1.0,Low,4.0
4257,Male,Yes,52,Yes,Artist,,Low,2.0
4258,Male,,18,No,Healthcare,,Low,8.0
4259,Female,Yes,43,Yes,Artist,,Average,2.0
4260,Male,Yes,42,Yes,Artist,,Average,2.0
4261,Male,Yes,29,Yes,Marketing,1.0,High,2.0
4262,Male,,26,No,Doctor,,Low,6.0
4263,Female,Yes,46,Yes,Engineer,1.0,Average,2.0
4264,Male,,53,Yes,Artist,,Low,1.0
4265,Female,Yes,50,Yes,Artist,1.0,High,5.0
4266,Female,Yes,46,No,Homemaker,9.0,Low,1.0
4267,Male,Yes,70,Yes,Lawyer,,Low,1.0
4268,Male,Yes,25,No,Executive,1.0,High,3.0
4269,Female,Yes,49,Yes,Artist,1.0,Average,3.0
4270,Female,Yes,82,No,Entertainment,,High,2.0
4271,Female,Yes,32,Yes,Healthcare,8.0,High,2.0
4272,Male,,31,Yes,Artist,1.0,Low,3.0
4273,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0
4274,Female,,19,No,Healthcare,,Low,3.0
4275,Male,Yes,40,Yes,Artist,1.0,Average,2.0
4276,Female,Yes,30,Yes,Engineer,8.0,High,6.0
4277,Male,Yes,42,No,Artist,6.0,Low,2.0
4278,Male,Yes,75,Yes,Lawyer,1.0,Low,2.0
4279,Female,Yes,47,Yes,Artist,,Average,3.0
4280,Male,Yes,53,Yes,Engineer,1.0,Average,3.0
4281,Male,,28,No,Healthcare,2.0,Low,4.0
4282,Female,Yes,76,No,Lawyer,1.0,High,2.0
4283,Female,Yes,63,No,Engineer,4.0,Average,8.0
4284,Male,Yes,45,No,Artist,1.0,Average,4.0
4285,Male,,41,Yes,Entertainment,1.0,Low,2.0
4286,Female,Yes,35,No,Engineer,,Average,5.0
4287,Female,Yes,35,Yes,Engineer,5.0,Low,2.0
4288,Male,,39,Yes,Entertainment,3.0,Low,2.0
4289,Female,Yes,51,Yes,Artist,,Average,4.0
4290,Male,,29,Yes,Healthcare,9.0,Low,6.0
4291,Male,Yes,48,Yes,Executive,,High,3.0
4292,Female,Yes,70,Yes,Entertainment,1.0,High,2.0
4293,Male,,27,No,Engineer,,Low,5.0
4294,Male,,26,No,Entertainment,1.0,Low,2.0
4295,Male,,25,Yes,Artist,7.0,Low,1.0
4296,Male,Yes,62,Yes,Executive,,High,4.0
4297,Female,,19,No,Doctor,6.0,Low,2.0
4298,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0
4299,Female,Yes,38,Yes,Doctor,1.0,Average,4.0
4300,Female,Yes,47,No,Engineer,8.0,Low,1.0
4301,Male,Yes,71,Yes,Executive,1.0,High,4.0
4302,Female,,19,No,Marketing,1.0,Low,3.0
4303,Female,,25,No,Doctor,3.0,Low,4.0
4304,Female,,33,No,Entertainment,1.0,Low,1.0
4305,Male,Yes,62,No,Executive,,High,2.0
4306,Male,Yes,59,No,Entertainment,6.0,Average,3.0
4307,Male,,38,Yes,Executive,1.0,Low,3.0
4308,Female,Yes,49,Yes,Artist,6.0,Low,2.0
4309,Male,,28,Yes,Healthcare,14.0,Low,1.0
4310,Male,,23,No,Healthcare,1.0,Low,4.0
4311,Female,,25,Yes,Doctor,,Low,1.0
4312,Female,Yes,51,Yes,Doctor,,Average,3.0
4313,Male,Yes,45,Yes,Artist,1.0,Low,4.0
4314,Male,Yes,82,Yes,Lawyer,,High,2.0
4315,Female,,42,No,Entertainment,7.0,Low,3.0
4316,Female,Yes,86,No,Lawyer,1.0,High,2.0
4317,Male,,43,No,Entertainment,,Low,1.0
4318,Male,Yes,63,Yes,Artist,,Average,4.0
4319,Male,Yes,38,No,Entertainment,,Low,2.0
4320,Male,Yes,43,No,Doctor,,Low,2.0
4321,Female,,32,Yes,Healthcare,9.0,Low,3.0
4322,Male,Yes,49,Yes,Artist,1.0,Average,4.0
4323,Female,Yes,40,Yes,Artist,,Average,3.0
4324,Female,,25,No,Healthcare,,Low,8.0
4325,Male,Yes,55,Yes,Artist,1.0,Average,2.0
4326,Male,,27,No,Entertainment,6.0,Low,2.0
4327,Female,Yes,32,Yes,Healthcare,,Low,2.0
4328,Male,,31,Yes,Healthcare,,Low,4.0
4329,Female,Yes,37,Yes,Marketing,9.0,Low,1.0
4330,Male,,22,No,Healthcare,1.0,Low,3.0
4331,Female,Yes,30,No,Doctor,1.0,Average,6.0
4332,Female,Yes,45,Yes,Artist,3.0,High,4.0
4333,Male,Yes,43,No,Artist,1.0,High,9.0
4334,Female,,28,No,Doctor,3.0,Low,4.0
4335,Female,Yes,51,No,Engineer,7.0,Average,5.0
4336,Male,Yes,45,No,Doctor,9.0,High,4.0
4337,Male,Yes,40,Yes,Executive,,High,4.0
4338,Female,Yes,79,No,Engineer,,High,2.0
4339,Female,,36,Yes,Artist,9.0,Low,2.0
4340,Male,Yes,41,Yes,Entertainment,2.0,Average,2.0
4341,Male,Yes,42,Yes,Doctor,,Average,2.0
4342,Male,Yes,35,Yes,Executive,2.0,Average,5.0
4343,Female,,42,Yes,Entertainment,1.0,Low,3.0
4344,Male,,41,No,Entertainment,,Low,2.0
4345,Female,Yes,70,Yes,Artist,,High,2.0
4346,Male,,33,No,Doctor,,Low,3.0
4347,Female,,32,No,Marketing,11.0,Low,6.0
4348,Female,,31,No,Healthcare,4.0,Low,3.0
4349,Male,Yes,29,No,Marketing,1.0,Low,4.0
4350,Male,Yes,66,Yes,Artist,1.0,High,2.0
4351,Female,Yes,52,Yes,Engineer,,Average,4.0
4352,Female,Yes,31,Yes,Marketing,7.0,High,4.0
4353,Female,Yes,58,Yes,Engineer,,Average,4.0
4354,Male,Yes,71,No,Artist,1.0,Low,5.0
4355,Female,Yes,53,Yes,Artist,1.0,Low,2.0
4356,Male,,20,No,Healthcare,1.0,Low,6.0
4357,Female,Yes,31,No,Homemaker,12.0,Average,2.0
4358,Male,,30,Yes,Healthcare,9.0,Low,5.0
4359,Male,,26,Yes,Doctor,,Low,5.0
4360,Male,,23,No,Healthcare,2.0,Low,5.0
4361,Female,Yes,30,No,Engineer,1.0,Low,2.0
4362,Male,,19,No,Healthcare,1.0,Low,4.0
4363,Female,,22,No,Healthcare,,Low,6.0
4364,Female,,27,Yes,Artist,,Low,8.0
4365,Male,Yes,66,Yes,Lawyer,1.0,High,2.0
4366,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0
4367,Male,Yes,47,Yes,Artist,13.0,Average,4.0
4368,Male,Yes,57,Yes,Artist,1.0,Low,1.0
4369,Male,Yes,76,No,Lawyer,,Low,1.0
4370,Female,,33,Yes,Healthcare,7.0,Low,2.0
4371,Female,Yes,49,Yes,Engineer,1.0,Average,4.0
4372,Male,,19,No,Marketing,2.0,Low,4.0
4373,Female,,36,Yes,Artist,8.0,Low,4.0
4374,Male,,28,No,Doctor,1.0,Low,5.0
4375,Male,Yes,48,No,Marketing,,Low,5.0
4376,Female,,18,No,Healthcare,3.0,Low,3.0
4377,Male,,27,Yes,Entertainment,,Low,5.0
4378,Male,Yes,45,No,Artist,,Low,2.0
4379,Female,Yes,89,Yes,Lawyer,,High,2.0
4380,Male,Yes,51,No,Entertainment,7.0,Average,3.0
4381,Female,,42,Yes,Homemaker,7.0,Low,1.0
4382,Male,Yes,56,Yes,Artist,8.0,Average,3.0
4383,Male,Yes,31,Yes,Engineer,1.0,Low,2.0
4384,Male,,52,No,Artist,5.0,Low,1.0
4385,Female,Yes,68,Yes,Artist,1.0,Average,2.0
4386,Male,Yes,84,No,Lawyer,1.0,High,2.0
4387,Male,Yes,25,Yes,Entertainment,1.0,High,2.0
4388,Male,Yes,45,Yes,Engineer,2.0,Average,2.0
4389,Male,Yes,56,No,Executive,1.0,High,8.0
4390,Male,,40,Yes,Artist,,Low,1.0
4391,Female,,23,No,Marketing,,Low,4.0
4392,Male,,23,No,Healthcare,6.0,Low,5.0
4393,Male,,19,No,Healthcare,1.0,Low,4.0
4394,Female,Yes,48,Yes,Marketing,6.0,Low,1.0
4395,Female,Yes,48,Yes,Marketing,9.0,Low,1.0
4396,Female,,40,Yes,Artist,5.0,Low,1.0
4397,Male,,30,Yes,Doctor,3.0,Low,2.0
4398,Male,Yes,42,No,Executive,2.0,High,4.0
4399,Male,,29,Yes,Artist,9.0,Low,3.0
4400,Male,Yes,59,Yes,Artist,4.0,High,2.0
4401,Male,Yes,86,Yes,Healthcare,,Low,1.0
4402,Female,Yes,43,Yes,Artist,3.0,Average,2.0
4403,Female,Yes,85,Yes,Lawyer,,High,2.0
4404,Female,Yes,36,Yes,Artist,4.0,High,7.0
4405,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0
4406,Female,,58,Yes,Engineer,1.0,Low,1.0
4407,Male,Yes,42,Yes,Artist,,Average,2.0
4408,Female,,26,Yes,Doctor,1.0,Low,1.0
4409,Male,,21,No,Healthcare,1.0,Low,4.0
4410,Male,,29,No,Artist,,Low,5.0
4411,Male,,33,Yes,Healthcare,,Low,5.0
4412,Male,Yes,40,Yes,Artist,4.0,Average,4.0
4413,Female,,27,Yes,Engineer,11.0,Low,1.0
4414,Female,Yes,82,Yes,Lawyer,,High,2.0
4415,Female,,19,No,Healthcare,1.0,Low,4.0
4416,Female,,39,Yes,Artist,1.0,Low,3.0
4417,Female,,35,Yes,Artist,10.0,Low,1.0
4418,Male,Yes,49,Yes,Executive,1.0,High,4.0
4419,Female,Yes,57,Yes,Artist,,Average,4.0
4420,Female,,28,No,Artist,5.0,Low,5.0
4421,Male,Yes,61,No,Executive,,High,2.0
4422,Female,,32,Yes,Doctor,,Low,3.0
4423,Female,,28,No,Engineer,3.0,Low,7.0
4424,Male,Yes,65,Yes,Homemaker,,High,2.0
4425,Female,Yes,46,Yes,Artist,,Average,2.0
4426,Male,Yes,30,No,Homemaker,1.0,Average,3.0
4427,Female,Yes,38,Yes,Engineer,4.0,Low,2.0
4428,Male,Yes,31,Yes,Entertainment,5.0,Average,3.0
4429,Male,,32,Yes,Entertainment,1.0,Low,1.0
4430,Male,Yes,39,Yes,Doctor,1.0,Average,3.0
4431,Male,Yes,60,Yes,Artist,1.0,Low,1.0
4432,Male,Yes,43,Yes,Healthcare,7.0,High,2.0
4433,Female,,30,No,Engineer,1.0,Low,5.0
4434,Male,Yes,75,No,Executive,1.0,High,2.0
4435,Male,,25,No,Healthcare,4.0,Low,3.0
4436,Female,Yes,76,Yes,Lawyer,,High,2.0
4437,Female,,23,No,Homemaker,,Low,5.0
4438,Female,Yes,43,Yes,Artist,2.0,Average,2.0
4439,Male,Yes,47,No,Entertainment,4.0,Average,3.0
4440,Male,Yes,43,Yes,Doctor,13.0,High,2.0
4441,Male,,40,Yes,Artist,7.0,Low,1.0
4442,Male,,32,Yes,Healthcare,2.0,Low,3.0
4443,Female,,73,Yes,Artist,,Low,1.0
4444,Male,,18,No,Healthcare,5.0,Low,4.0
4445,Male,,36,Yes,Artist,8.0,Low,1.0
4446,Female,Yes,37,Yes,Artist,,Low,1.0
4447,Male,Yes,36,Yes,Entertainment,,Average,2.0
4448,Female,,27,Yes,Healthcare,9.0,Low,1.0
4449,Female,,21,No,Healthcare,3.0,Low,2.0
4450,Female,Yes,43,No,Engineer,1.0,Average,2.0
4451,Female,,18,No,Healthcare,2.0,Low,5.0
4452,Female,Yes,38,Yes,Artist,4.0,Low,1.0
4453,Male,Yes,30,Yes,Artist,,Average,2.0
4454,Male,Yes,48,Yes,Executive,9.0,High,4.0
4455,Female,,28,Yes,Entertainment,6.0,Low,3.0
4456,Female,Yes,68,Yes,Lawyer,3.0,Low,1.0
4457,Male,Yes,41,No,Executive,1.0,High,2.0
4458,Male,,29,No,Entertainment,,Low,8.0
4459,Female,Yes,78,No,Lawyer,1.0,Low,1.0
4460,Male,Yes,59,Yes,Artist,1.0,Average,2.0
4461,Female,Yes,61,Yes,Doctor,1.0,Average,2.0
4462,Male,Yes,47,Yes,Executive,1.0,High,4.0
4463,Male,,25,No,Marketing,3.0,Low,3.0
4464,Male,,26,Yes,Healthcare,8.0,Low,5.0
4465,Female,Yes,40,Yes,Artist,9.0,Average,2.0
4466,Female,Yes,26,Yes,Entertainment,5.0,Low,7.0
4467,Male,,36,No,Entertainment,8.0,Low,2.0
4468,Female,Yes,46,No,Artist,8.0,Low,1.0
4469,Female,,21,No,Healthcare,9.0,Low,4.0
4470,Male,Yes,63,Yes,Executive,1.0,High,2.0
4471,Male,Yes,35,No,Entertainment,9.0,Low,3.0
4472,Male,,36,No,Artist,2.0,Low,4.0
4473,Male,,18,No,Healthcare,7.0,Low,3.0
4474,Female,Yes,73,No,Executive,,Low,3.0
4475,Female,,25,Yes,Doctor,,Low,4.0
4476,Female,Yes,28,Yes,Artist,,Low,1.0
4477,Male,Yes,53,Yes,Artist,1.0,Average,4.0
4478,Male,Yes,60,Yes,Doctor,,Average,2.0
4479,Male,,41,Yes,Artist,,Low,2.0
4480,Male,,28,Yes,Healthcare,9.0,Low,1.0
4481,Female,Yes,48,Yes,Artist,,Average,4.0
4482,Female,,30,Yes,Entertainment,1.0,Low,4.0
4483,Female,Yes,37,Yes,Artist,,Low,2.0
4484,Female,,25,Yes,Entertainment,9.0,Low,2.0
4485,Female,Yes,59,Yes,Artist,,Average,3.0
4486,Female,,33,Yes,Entertainment,12.0,Low,2.0
4487,Male,Yes,42,No,Entertainment,9.0,Average,3.0
4488,Male,,28,Yes,Artist,8.0,Low,3.0
4489,Female,Yes,47,Yes,Doctor,1.0,Average,2.0
4490,Male,Yes,40,Yes,Artist,9.0,Average,3.0
4491,Male,,27,No,Healthcare,1.0,Low,4.0
4492,Female,Yes,58,Yes,Artist,9.0,Average,3.0
4493,Male,Yes,78,Yes,Lawyer,,High,5.0
4494,Male,Yes,82,Yes,Lawyer,,High,2.0
4495,Male,Yes,83,Yes,Lawyer,6.0,High,3.0
4496,Male,Yes,62,Yes,Artist,,Low,1.0
4497,Male,Yes,42,Yes,Executive,9.0,High,6.0
4498,Female,Yes,68,Yes,Artist,1.0,High,2.0
4499,Male,Yes,85,No,Lawyer,,Low,1.0
4500,Female,Yes,41,Yes,Artist,7.0,High,2.0
4501,Male,Yes,72,No,Entertainment,1.0,Average,3.0
4502,Female,Yes,56,Yes,Artist,4.0,Average,2.0
4503,Male,,25,No,Healthcare,1.0,Low,4.0
4504,Male,Yes,28,Yes,Healthcare,1.0,Low,2.0
4505,Female,Yes,71,Yes,Lawyer,8.0,High,2.0
4506,Female,,39,Yes,Artist,,Low,1.0
4507,Male,,41,Yes,Doctor,2.0,Low,2.0
4508,Female,Yes,69,Yes,Artist,2.0,Average,9.0
4509,Female,,42,No,Doctor,8.0,Low,1.0
4510,Male,,27,Yes,Healthcare,8.0,Low,4.0
4511,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0
4512,Female,Yes,66,Yes,Engineer,,Average,3.0
4513,Female,,38,Yes,Artist,8.0,Low,8.0
4514,Female,,28,Yes,Artist,1.0,Low,1.0
4515,Female,,33,Yes,Healthcare,,Low,4.0
4516,Male,Yes,49,Yes,Artist,,Average,4.0
4517,Male,Yes,60,No,Artist,,Average,2.0
4518,Male,Yes,38,No,Artist,8.0,High,5.0
4519,Female,Yes,59,Yes,Artist,,Average,5.0
4520,Female,Yes,36,No,Engineer,1.0,Low,5.0
4521,Female,Yes,50,Yes,Artist,1.0,Average,5.0
4522,Male,Yes,41,No,Executive,1.0,High,4.0
4523,Female,,39,Yes,Entertainment,7.0,Low,1.0
4524,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0
4525,Female,Yes,58,Yes,Engineer,1.0,Low,1.0
4526,Male,Yes,55,Yes,Artist,1.0,Average,2.0
4527,Male,,18,No,Healthcare,5.0,Low,4.0
4528,Female,,22,No,Healthcare,5.0,Low,3.0
4529,Female,Yes,25,No,Marketing,,High,5.0
4530,Male,Yes,60,Yes,Executive,,Average,5.0
4531,Female,Yes,47,Yes,Artist,,Low,3.0
4532,Female,Yes,27,Yes,Engineer,4.0,Low,2.0
4533,Male,,41,Yes,Entertainment,8.0,Low,2.0
4534,Female,Yes,70,Yes,Lawyer,1.0,High,2.0
4535,Male,,47,Yes,Artist,,Low,1.0
4536,Female,Yes,42,No,Marketing,,Average,2.0
4537,Female,Yes,38,Yes,Artist,,Low,1.0
4538,Female,,25,No,Engineer,9.0,Low,1.0
4539,Female,,41,Yes,Artist,2.0,Low,1.0
4540,Female,Yes,74,No,Lawyer,,Low,1.0
4541,Male,Yes,41,No,Doctor,,Average,2.0
4542,Male,Yes,39,No,Executive,6.0,Average,2.0
4543,Female,Yes,63,Yes,Executive,,High,5.0
4544,Male,Yes,41,Yes,Artist,3.0,Average,3.0
4545,Male,Yes,70,No,Lawyer,1.0,Low,2.0
4546,Female,,35,No,Artist,7.0,Low,2.0
4547,Male,Yes,60,Yes,Artist,,Average,2.0
4548,Male,Yes,35,Yes,Artist,3.0,Average,2.0
4549,Male,,19,No,Executive,13.0,Low,3.0
4550,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0
4551,Female,,27,No,Engineer,,Low,2.0
4552,Male,Yes,79,No,Lawyer,1.0,Low,1.0
4553,Female,Yes,35,No,Engineer,2.0,Average,6.0
4554,Male,Yes,46,Yes,Artist,,Average,3.0
4555,Male,,20,No,Healthcare,3.0,Low,4.0
4556,Male,,38,Yes,Healthcare,8.0,Low,1.0
4557,Female,,32,Yes,Artist,,Low,3.0
4558,Female,,36,Yes,Artist,1.0,Low,1.0
4559,Female,,20,No,Healthcare,1.0,Low,5.0
4560,Female,Yes,68,Yes,Artist,1.0,High,2.0
4561,Female,,36,Yes,Marketing,9.0,Low,1.0
4562,Female,Yes,63,Yes,Entertainment,,Average,4.0
